time;logger;level;message;exception
2012-02-25 19:15:26.3856;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:15:26.4386;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Tasks;
2012-02-25 19:15:26.4386;Raven.Database.Server.HttpServer;Debug;Request #  55: GET     -     2 ms - <default>  - 0 - /indexes/Raven/DocumentsByEntityName?query=Tag%253ATasks&start=0&pageSize=0&aggregation=None;
2012-02-25 19:15:26.4426;Raven.Database.Server.HttpServer;Debug;Request #  56: POST    -     4 ms - <default>  - 200 - /multi_get/;
2012-02-25 19:15:28.9177;Raven.Database.Server.HttpServer;Debug;Request #  57: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=15297232;
2012-02-25 19:15:28.9387;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:15:28.9387;Raven.Database.Server.HttpServer;Debug;Request #  58: GET     -     2 ms - <default>  - 200 - /docs/tasks/1?noCache=-166101700;
2012-02-25 19:15:29.0527;Raven.Database.Server.HttpServer;Debug;Request #  59: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=tasks/1/&noCache=277065169;
2012-02-25 19:15:29.3847;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:15:32.4789;Raven.Database.Server.HttpServer;Debug;Request #  60: GET     -    26 ms - <default>  - 200 - /stats?noCache=-703764751;
2012-02-25 19:15:38.3313;Raven.Database.Server.HttpServer;Debug;Request #  61: GET     -     7 ms - <default>  - 304 - /indexes/dynamic/Tasks?query=CreatedAt.Date%253A20120225000000000&start=0&pageSize=128&aggregation=None;
2012-02-25 19:15:54.4732;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/tasks' was found;
2012-02-25 19:15:54.4762;Raven.Database.Server.HttpServer;Debug;Request #  62: GET     -     3 ms - <default>  - 200 - /docs/Raven/Hilo/tasks;
2012-02-25 19:15:54.5002;Raven.Database.DocumentDatabase;Debug;Putting a document with key: Raven/Hilo/tasks and etag 00000000-0000-0100-0000-000000000001;
2012-02-25 19:15:54.5002;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/tasks', update: True, ;
2012-02-25 19:15:54.5002;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 15 - step 1/2;
2012-02-25 19:15:54.5002;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 16 - step 2/2;
2012-02-25 19:15:54.5002;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 16, currentWorkCounter: 16, will wait for additional work;
2012-02-25 19:15:54.5062;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 16, currentWorkCounter: 16, will wait for additional work;
2012-02-25 19:15:54.5002;Raven.Database.Server.HttpServer;Debug;Request #  63: PUT     -     6 ms - <default>  - 201 - /docs/Raven/Hilo/tasks;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 16, currentWorkCounter: 16, will wait for additional work;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 0 documents for Raven/DocumentsByEntityName;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 17 - step 1/2;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 18 - step 2/2;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-02-25 19:15:54.5532;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-02-25 19:15:55.2302;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-02-25 19:15:55.2302;Raven.Database.DocumentDatabase;Debug;Putting a document with key: tasks/33 and etag ;
2012-02-25 19:15:55.2302;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'tasks/33', update: False, ;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 19 - step 1/2;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 20 - step 2/2;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 20, currentWorkCounter: 20, will wait for additional work;
2012-02-25 19:15:55.2302;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 20, currentWorkCounter: 20, will wait for additional work;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 20, currentWorkCounter: 20, will wait for additional work;
2012-02-25 19:15:55.2302;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-02-25 19:15:55.2402;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:15:55.2402;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/33> indexed,omitNorms<Tag:Tasks> indexed,omitNorms<LastModified:20120225211555233>>;
2012-02-25 19:15:55.2402;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Tasks/ByCreatedAt_Date' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/33> indexed,omitNorms<CreatedAt_Date:20120225000000000>>;
2012-02-25 19:15:55.2402;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:15:55.2402;Raven.Database.Server.HttpServer;Debug;Request #  64: POST    -    11 ms - <default>  - 200 - /bulk_docs;
2012-02-25 19:15:55.2402;Raven.Database.Server.HttpServer;Debug;"	PUT tasks/33
";
2012-02-25 19:15:55.3692;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-02-25 19:15:55.3692;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 21 - step 1/2;
2012-02-25 19:15:55.3692;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 22 - step 2/2;
2012-02-25 19:15:55.3692;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-02-25 19:15:55.3692;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-02-25 19:15:55.3822;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-02-25 19:15:55.5462;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-02-25 19:15:58.9354;Raven.Database.Server.HttpServer;Debug;Request #  65: GET     -    26 ms - <default>  - 200 - /stats?noCache=-1570994916;
2012-02-25 19:16:02.8827;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:02.8827;Raven.Database.Server.HttpServer;Debug;Request #  66: GET     -    13 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=615395469;
2012-02-25 19:16:02.8827;Raven.Database.Server.HttpServer;Debug;Request #  67: GET     -     3 ms - <default>  - 200 - /docs/tasks/33?noCache=261101004;
2012-02-25 19:16:02.9967;Raven.Database.Server.HttpServer;Debug;Request #  68: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=tasks/33/&noCache=339025479;
2012-02-25 19:16:03.9687;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:10.0101;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:15.0654;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:21.1327;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:26.1970;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:31.2913;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:37.3256;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:42.4689;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:47.6082;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:52.7385;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:16:58.9199;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:05.0482;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:10.2395;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:16.4349;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:22.4212;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:27.5665;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:33.6588;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:38.8221;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:44.8905;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:49.9738;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:17:55.1721;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:01.2164;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:07.2888;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:12.3911;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:18.4584;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:23.7237;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:23.7237;Raven.Database.Server.HttpServer;Debug;Request #  69: GET     -    28 ms - <default>  - 200 - /stats?noCache=341079183;
2012-02-25 19:18:29.8351;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:33.8183;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-02-25 19:18:33.8183;Raven.Database.Server.HttpServer;Debug;Request #  70: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-02-25 19:18:34.9694;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:40.9387;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Tasks/ByCreatedAt_Date for: CreatedAt_Date:20120225000000000;
2012-02-25 19:18:40.9387;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:18:40.9387;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:40.9387;Raven.Database.Server.HttpServer;Debug;Request #  71: GET     -    45 ms - <default>  - 200 - /indexes/dynamic/Tasks?query=CreatedAt.Date%253A20120225000000000&start=0&pageSize=128&aggregation=None;
2012-02-25 19:18:41.0167;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:41.0447;Raven.Database.Server.HttpServer;Debug;Request #  72: GET     -    29 ms - <default>  - 200 - /stats?noCache=1068493029;
2012-02-25 19:18:44.4489;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-02-25 19:18:44.4489;Raven.Database.DocumentDatabase;Debug;Putting a document with key: tasks/1 and etag ;
2012-02-25 19:18:44.4489;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'tasks/1', update: True, ;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 23 - step 1/2;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 24 - step 2/2;
2012-02-25 19:18:44.4569;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 24, currentWorkCounter: 24, will wait for additional work;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 24, currentWorkCounter: 24, will wait for additional work;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/1> indexed,omitNorms<Tag:Tasks> indexed,omitNorms<LastModified:20120225211844451>>;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:18:44.4569;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Tasks/ByCreatedAt_Date' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/1> indexed,omitNorms<CreatedAt_Date:20120225000000000>>;
2012-02-25 19:18:44.4779;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:18:44.4569;Raven.Database.Server.HttpServer;Debug;Request #  73: POST    -    13 ms - <default>  - 200 - /bulk_docs;
2012-02-25 19:18:44.4779;Raven.Database.Server.HttpServer;Debug;"	PUT tasks/1
";
2012-02-25 19:18:44.5909;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-02-25 19:18:44.6119;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 25 - step 1/2;
2012-02-25 19:18:44.6119;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 26 - step 2/2;
2012-02-25 19:18:44.6119;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-02-25 19:18:44.6119;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-02-25 19:18:44.6839;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-02-25 19:18:44.6839;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-02-25 19:18:46.1490;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was found;
2012-02-25 19:18:53.4094;Raven.Database.Server.HttpServer;Debug;Request #  74: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=378320925;
2012-02-25 19:18:53.4274;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:18:53.4274;Raven.Database.Server.HttpServer;Debug;Request #  75: GET     -     1 ms - <default>  - 200 - /docs/tasks/1?noCache=-414936183;
2012-02-25 19:18:53.5724;Raven.Database.Server.HttpServer;Debug;Request #  76: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=tasks/1/&noCache=107081897;
2012-02-25 19:18:54.2605;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:18:59.3187;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:19:01.0398;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-02-25 19:19:01.0398;Raven.Database.DocumentDatabase;Debug;Delete a document with key: tasks/33 and etag ;
2012-02-25 19:19:01.0398;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was deleted;
2012-02-25 19:19:01.1039;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 27 - step 1/2;
2012-02-25 19:19:01.1039;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 28 - step 2/2;
2012-02-25 19:19:01.1039;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-02-25 19:19:01.1039;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-02-25 19:19:01.1039;Raven.Database.Server.HttpServer;Debug;Request #  77: POST    -    66 ms - <default>  - 200 - /bulk_docs;
2012-02-25 19:19:01.1039;Raven.Database.Server.HttpServer;Debug;"	DELETE tasks/33
";
2012-02-25 19:19:01.1039;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-02-25 19:19:01.1149;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-02-25 19:19:01.1149;Raven.Database.Indexing.TasksExecuter;Debug;Executing Index: Raven/DocumentsByEntityName, Keys: tasks/33;
2012-02-25 19:19:01.1739;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was not found;
2012-02-25 19:19:01.1809;Raven.Database.Indexing.Index.Indexing;Debug;Deleting (tasks/33) from Raven/DocumentsByEntityName;
2012-02-25 19:19:01.2029;Raven.Database.Indexing.TasksExecuter;Debug;Executing Index: Temp/Tasks/ByCreatedAt_Date, Keys: tasks/33;
2012-02-25 19:19:01.2029;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/33' was not found;
2012-02-25 19:19:01.2029;Raven.Database.Indexing.Index.Indexing;Debug;Deleting (tasks/33) from Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:19:01.3589;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-02-25 19:19:04.3760;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:19:08.7363;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/tasks' was found;
2012-02-25 19:19:08.7363;Raven.Database.Server.HttpServer;Debug;Request #  78: GET     -     2 ms - <default>  - 200 - /docs/Raven/Hilo/tasks;
2012-02-25 19:19:08.7583;Raven.Database.DocumentDatabase;Debug;Putting a document with key: Raven/Hilo/tasks and etag 00000000-0000-0100-0000-000000000003;
2012-02-25 19:19:08.7593;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/tasks', update: True, ;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 29 - step 1/2;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 30 - step 2/2;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 30, currentWorkCounter: 30, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 30, currentWorkCounter: 30, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 30, currentWorkCounter: 30, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Server.HttpServer;Debug;Request #  79: PUT     -     4 ms - <default>  - 201 - /docs/Raven/Hilo/tasks;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 0 documents for Raven/DocumentsByEntityName;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 31 - step 1/2;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 32 - step 2/2;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-02-25 19:19:08.7593;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-02-25 19:19:08.7783;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2012-02-25 19:19:08.7783;Raven.Database.DocumentDatabase;Debug;Putting a document with key: tasks/65 and etag ;
2012-02-25 19:19:08.7973;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'tasks/65', update: False, ;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 33 - step 1/2;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 34 - step 2/2;
2012-02-25 19:19:08.7973;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/65> indexed,omitNorms<Tag:Tasks> indexed,omitNorms<LastModified:20120225211908797>>;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Tasks/ByCreatedAt_Date' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:tasks/65> indexed,omitNorms<CreatedAt_Date:20120225000000000>>;
2012-02-25 19:19:08.7973;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Tasks/ByCreatedAt_Date;
2012-02-25 19:19:08.7973;Raven.Database.Server.HttpServer;Debug;Request #  80: POST    -    22 ms - <default>  - 200 - /bulk_docs;
2012-02-25 19:19:08.8093;Raven.Database.Server.HttpServer;Debug;"	PUT tasks/65
";
2012-02-25 19:19:08.9113;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-02-25 19:19:08.9173;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 35 - step 1/2;
2012-02-25 19:19:08.9173;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 36 - step 2/2;
2012-02-25 19:19:08.9173;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 36, currentWorkCounter: 36, will wait for additional work;
2012-02-25 19:19:08.9173;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 36, currentWorkCounter: 36, will wait for additional work;
2012-02-25 19:19:09.0003;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 36, currentWorkCounter: 36, will wait for additional work;
2012-02-25 19:19:09.0003;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 36, currentWorkCounter: 36, will wait for additional work;
2012-02-25 19:19:18.4868;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Tasks/ByCreatedAt_Date for: CreatedAt_Date:20120225000000000;
2012-02-25 19:19:18.4868;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/1' was found;
2012-02-25 19:19:18.4868;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/65' was found;
2012-02-25 19:19:18.4868;Raven.Database.Server.HttpServer;Debug;Request #  81: GET     -    33 ms - <default>  - 200 - /indexes/dynamic/Tasks?query=CreatedAt.Date%253A20120225000000000&start=0&pageSize=128&aggregation=None;
2012-02-25 19:19:35.7288;Raven.Database.Server.HttpServer;Debug;Request #  82: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=-1057281316;
2012-02-25 19:19:35.7498;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/65' was found;
2012-02-25 19:19:35.7498;Raven.Database.Server.HttpServer;Debug;Request #  83: GET     -     1 ms - <default>  - 200 - /docs/tasks/65?noCache=1294127079;
2012-02-25 19:19:35.8368;Raven.Database.Server.HttpServer;Debug;Request #  84: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=tasks/65/&noCache=-154817689;
2012-02-25 19:19:35.9548;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/65' was found;
2012-02-25 19:19:41.0241;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'tasks/65' was found;
2012-02-25 19:19:44.7603;Raven.Database.Server.HttpServer;Debug;Request #  85: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=764732763;
